A!REFDES!COMP_REUSE_ID!COMP_SIGNAL_MODEL!COMP_NO_XNET_CONNECTION!COMP_PARENT_PPT!COMP_SYMBOL_EDITED!COMP_PARENT_PPT_PART!COMP_EMBEDDED_PLACEMENT!
J!/projects/HEP_Instrumentation/cad/designs/fmc-mtlu/trunk/circuit_board/Cadence/worklib/fmc_tlu_toplevel/physical/fmc_tlu_v1_07.brd!Fri May  4 16:25:19 2012!-50.0000!-50.0000!483.4000!381.8000!0.0001!millimeters!FMC_TLU_TOPLEVEL!55.874016 mil!6!OUT OF DATE!
S!IC1!!!!AD5665R!!AD5665RBRUZ-1!!
S!J3!!!!CON8P!!CON8P-MOLEX_44661-1011!!
S!J1!!!!CON19P!!MHDMI-19-02-H-TH-L-TR!!
S!J2!!!!CON19P!!MHDMI-19-02-H-TH-L-TR!!
S!U1!!!!PRTR5V0U8S!!PRTR5V0U8S_TSSOP-NXP!!
S!PX1!!!!PLEMO2CI!!PLEMO2CI-PLEMO2-00B!!
S!IC1_1!!!!DELAY_LINE_GL2L!!GL2L5LS050D-C!!
S!IC1_2!!!!DELAY_LINE_GL2L!!GL2L5LS050D-C!!
S!IC1_3!!!!DELAY_LINE_GL2L!!GL2L5LS050D-C!!
S!IC1_4!!!!DELAY_LINE_GL2L!!GL2L5LS050D-C!!
S!IC3_1!!!!DELAY_LINE_GL2L!!GL2L5LS100D-C!!
S!IC3_2!!!!DELAY_LINE_GL2L!!GL2L5LS100D-C!!
S!IC3_3!!!!DELAY_LINE_GL2L!!GL2L5LS100D-C!!
S!IC3_4!!!!DELAY_LINE_GL2L!!GL2L5LS100D-C!!
S!D1_1!!!!DIODE_DUAL_SERIES!!HBAT-540C!!
S!D1_2!!!!DIODE_DUAL_SERIES!!HBAT-540C!!
S!D1_3!!!!DIODE_DUAL_SERIES!!HBAT-540C!!
S!D1_4!!!!DIODE_DUAL_SERIES!!HBAT-540C!!
S!R1_1!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R4_1!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R1_2!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R4_2!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R1_3!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R4_3!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R1_4!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R4_4!!!!RSMD0402!!RSMD0402_1/16W-51,1%!!
S!R9!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R10!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R11!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R12!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R13!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R14!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R3_1!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R3_2!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R3_3!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R3_4!!!!RSMD0603!!RSMD0603_1/10W-51,1%!!
S!R11_1!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R13_1!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R12_1!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R14_1!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R11_2!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R13_2!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R12_2!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R14_2!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R11_3!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R13_3!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R12_3!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R14_3!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R11_4!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
S!R13_4!!!!RSMD0603!!RSMD0603_1/10W-75,1%!!
