A!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!REFDES!FUNC_PRIM_FILE!COMP_PARENT_PPT!COMP_PARENT_PPT_PART!COMP_PARENT_PART_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!FUNC_GROUP!FUNC_ROOM!FUNC_TERM_IDENT!
J!/projects/HEP_Instrumentation/cad/designs/fmc-mtlu/trunk/circuit_board/Cadence/worklib/fmc_tlu_toplevel/physical/fmc_tlu_v1_07.brd!Fri May  4 16:25:18 2012!-50.0000!-50.0000!483.4000!381.8000!0.0001!millimeters!FMC_TLU_TOPLEVEL!55.874016 mil!6!OUT OF DATE!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i5@fmc_tlu_v1_lib.pc023a_dac_vthresh(sch_1):page1_i63@cnlinear.ad5665r(chips)!AD5665RBRUZ-1-GND=GND_SIGNAL,VA!IC1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnlinear/ad5665r/chips/chips.prt!AD5665R!AD5665RBRUZ-1!AD5665R_TSSOP!!!F152!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i1@cnconnector.con8p(chips)!CON8P-MOLEX_44661-1011-GND=FRAA!J3!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnconnector/con8p/chips/chips.prt!CON8P!CON8P-MOLEX_44661-1011!CON8P!!!TF-309!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i2@cnconnector.con19p(chips)!MHDMI-19-02-H-TH-L-TR-GND=GND_A!J1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnconnector/con19p/chips/chips.prt!CON19P!MHDMI-19-02-H-TH-L-TR!CON19P!!!TF-308!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i3@cnconnector.con19p(chips)!MHDMI-19-02-H-TH-L-TR-GND=GND_B!J2!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnconnector/con19p/chips/chips.prt!CON19P!MHDMI-19-02-H-TH-L-TR!CON19P!!!TF-307!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i4@bris_cds_analogue.prtr5v0u8s(chips)!PRTR5V0U8S_TSSOP-NXP!U1!/afs/phy.bris.ac.uk/cad/bris_cdslib/lib_psd14.x/cds_analogue/prtr5v0u8s/chips/chips.prt!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-306!!!!
S!!PRTR5V0U8S_TSSOP-NXP!U1!!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-305!!!!
S!!PRTR5V0U8S_TSSOP-NXP!U1!!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-304!!!!
S!!PRTR5V0U8S_TSSOP-NXP!U1!!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-303!!!!
S!!PRTR5V0U8S_TSSOP-NXP!U1!!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-302!!!!
S!!PRTR5V0U8S_TSSOP-NXP!U1!!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-301!!!!
S!!PRTR5V0U8S_TSSOP-NXP!U1!!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-300!!!!
S!!PRTR5V0U8S_TSSOP-NXP!U1!!PRTR5V0U8S!PRTR5V0U8S_TSSOP-NXP!PRTR5V0U8S_TSSOP!!!TF-299!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page1_i7@cnconnector.plemo2ci(chips)!PLEMO2CI-PLEMO2-00B-GND=GND_SIA!PX1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnconnector/plemo2ci/chips/chips.prt!PLEMO2CI!PLEMO2CI-PLEMO2-00B!PLEMO2CI!!!F70!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i140@cndiscrete.delay_line_gl2l(chips)!GL2L5LS050D-C!IC1_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS050D-C!DELAY_LINE_GL2L!!!F98!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i36@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i140@cndiscrete.delay_line_gl2l(chips)!GL2L5LS050D-C!IC1_2!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS050D-C!DELAY_LINE_GL2L!!!F97!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i37@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i140@cndiscrete.delay_line_gl2l(chips)!GL2L5LS050D-C!IC1_3!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS050D-C!DELAY_LINE_GL2L!!!F96!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i38@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i140@cndiscrete.delay_line_gl2l(chips)!GL2L5LS050D-C!IC1_4!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS050D-C!DELAY_LINE_GL2L!!!F95!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i141@cndiscrete.delay_line_gl2l(chips)!GL2L5LS100D-C!IC3_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS100D-C!DELAY_LINE_GL2L!!!F94!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i36@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i141@cndiscrete.delay_line_gl2l(chips)!GL2L5LS100D-C!IC3_2!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS100D-C!DELAY_LINE_GL2L!!!F93!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i37@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i141@cndiscrete.delay_line_gl2l(chips)!GL2L5LS100D-C!IC3_3!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS100D-C!DELAY_LINE_GL2L!!!F92!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i38@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i141@cndiscrete.delay_line_gl2l(chips)!GL2L5LS100D-C!IC3_4!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/delay_line_gl2l/chips/chips.prt!DELAY_LINE_GL2L!GL2L5LS100D-C!DELAY_LINE_GL2L!!!F91!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i120@cndiscrete.diode_dual_series(chips)!HBAT-540C!D1_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/diode_dual_series/chips/chips.prt!DIODE_DUAL_SERIES!HBAT-540C!DIODE_DUAL_SERIES_A1-C2-AC3!!!F90!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i36@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i120@cndiscrete.diode_dual_series(chips)!HBAT-540C!D1_2!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/diode_dual_series/chips/chips.prt!DIODE_DUAL_SERIES!HBAT-540C!DIODE_DUAL_SERIES_A1-C2-AC3!!!F89!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i37@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i120@cndiscrete.diode_dual_series(chips)!HBAT-540C!D1_3!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/diode_dual_series/chips/chips.prt!DIODE_DUAL_SERIES!HBAT-540C!DIODE_DUAL_SERIES_A1-C2-AC3!!!F88!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i38@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i120@cndiscrete.diode_dual_series(chips)!HBAT-540C!D1_4!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cndiscrete/diode_dual_series/chips/chips.prt!DIODE_DUAL_SERIES!HBAT-540C!DIODE_DUAL_SERIES_A1-C2-AC3!!!F87!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i145@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R1_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F69!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i144@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R4_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F65!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i36@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i145@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R1_2!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F68!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i36@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i144@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R4_2!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F64!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i37@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i145@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R1_3!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F67!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i37@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i144@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R4_3!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F63!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i38@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i145@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R1_4!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F66!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i38@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i144@cnpassive.rsmd0402(chips)!RSMD0402_1/16W-51,1%!R4_4!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0402/chips/chips.prt!RSMD0402!RSMD0402_1/16W-51,1%!RSMD0402_1/16W!1!!F62!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i13@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R9!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F37!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i16@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R10!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F36!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i10@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R11!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F35!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i11@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R12!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F34!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i18@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R13!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F33!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page4_i21@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R14!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F32!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i93@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R3_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F41!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i36@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i93@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R3_2!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F40!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i37@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i93@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R3_3!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F39!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i38@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i93@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-51,1%!R3_4!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-51,1%!RSMD0603_1/10W!1!!F38!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i113@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-75,1%!R11_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-75,1%!RSMD0603_1/10W!1!!F31!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i111@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-75,1%!R13_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-75,1%!RSMD0603_1/10W!1!!F23!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i153@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-75,1%!R12_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-75,1%!RSMD0603_1/10W!1!!F27!!!!
S!@fmc_tlu_v1_lib.fmc_tlu_toplevel(sch_1):page2_i35@fmc_tlu_v1_lib.fmc_tlu_cfd(sch_1):page1_i152@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-75,1%!R14_1!/afs/phy.bris.ac.uk/cad/cern_cdslib/lib_psd16.x/concept_libs/pe16/pe_cern_lib/cnpassive/rsmd0603/chips/chips.prt!RSMD0603!RSMD0603_1/10W-75,1%!RSMD0603_1/10W!1!!F19!!!!
